Building_Name,Bedroom,Bathroom,price,Price_bracket,Developer,Facilities,Tenure_Type,Completion_Year,No_of_Floors,Total_Units,Parking_Lot,Floor_Range,Land_Title,Nearby_Train,Railway_Station,Bus_Stop_Availability,Bus_Stop,Mall_Availability,Mall,Park_Avalilability,Park,School_Availabilty,School,Street,City,State
Vista Lavender,3,2,"299,900",Below 500K,Talam Transform Berhad,"Security, Playground, Multipurpose hall, Parking, Minimart, Lift",Leasehold,2000,12,-,1,High,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Puchong 5
Bus Stop at Jalan Puchong 4
Bus Stop at Jalan Taman Kinrara
Bus Stop at Jalan Puchong 7
Bus Stop at Jalan Kinrara 4 1
Bus Stop at Jalan Kinrara 4 2
Bus Stop at Jalan TK 1/11A",No Mall,,Got Park,"Park at Taman Kinrara Seksyen 7, Subang Jaya
Park at Taman Kinrara Seksyen 4, Subang Jaya
Park at Taman Kinrara, Subang Jaya
Park at Taman Kinrara Seksyen 3, Bukit Tandang
Park at Taman Bukit Kuchai, Bukit Tandang
Park at Kinrara Ria Apartments, Subang Jaya
Park at Flat Taman Kinrara, Subang Jaya
Park at Bandar Kinrara 3 Park, Bandar Kinrara
Park at Pangsapuri Mawar, Bukit Tandang
Park at Taman Kinrara Seksyen 2, Subang Jaya
Park 1 at Bandar Kinrara, Subang Jaya",Got School,"Kafa Integrasi Al-Falah
Sekolah Jenis Kebangsaan (Cina) Yak Chee
Sekolah Kebangsaan Bukit Kuchai
Sekolah Kebangsaan Seksyen 1 Bandar Kinrara",Persiaran Kinrara Seksyen 3,Bandar Kinrara,Selangor
Armani Soho,1,1,"368,000",Below 500K,Golden Armani Sdn Bhd,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track",Freehold,2022,26,319,1,Medium,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,Bus Stop at Persiaran Setia,No Mall,,Got Park,"Park at USJ 12, UEP Subang Jaya
Park at USJ4 Park, USJ 4",Got School,"Sekolah Kebangsaan USJ 12
Sekolah Menengah Kebangsaan USJ 12
Sekolah Menengah Islam Al Hikmah",Jalan TP 3,Taman Perindustrian UEP,Selangor
Elaeis 2,3,2,"488,000",Below 500K,-,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Tennis Court",Freehold,2002,10,-,1,Low,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Block D,Jalan Bait U8/1,Selangor
Amara Service Residences,3,2,"300,000",Below 500K,Jaya Megah Development Sdn Bhd,"Swimming Pool, Gymnasium, Barbeque area, Security, Playground, Sauna, Minimart, Lift, Parking, Multipurpose hall",Freehold,2014,23,744,2,High,Non Bumi Lot,Got nearby LRT/MRT,KTM Station Batu Caves (Komuter Seremban Line),No Bus Stop,,No Mall,,No Park,,Got School,"Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",Jalan Raintree Utama,Batu Caves,Selangor
Goodview Heights ( Villa Residence ),3,2,"225,500",Below 250K,SHL Consolidated Berhad,"Parking, Security, Playground, Multipurpose hall, Jogging Track",Freehold,2016,5,469,2,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Goodview 1,Goodview Height,Selangor
Flora Damansara,3,2,"245,000",Below 250K,MK Land Holdings,Lift,Leasehold,2015,20,1440,1,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan PJU 8/9,Damansara Perdana,Selangor
Utropolis Serviced Apartment 1,3,2,"560,000",Below 750K,Paramount Property,"Multipurpose hall, Security, Playground, Swimming Pool, Parking, Barbeque area, Jogging Track",Freehold,-,-,414,2,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,Got School,Sekolah Kebangsaan Perdana Jaya SS19,Persiaran Kerjaya Off Jalan Kontraktor U1/14,Glenmarie,Selangor
Ria @ Amaniah Mulia,3,2,"470,000",Below 500K,ARA ASA DEVELOPMENT SDN BHD,Multipurpose hall,Leasehold,-,-,-,3,-,Non Bumi Lot,Got nearby LRT/MRT,KTM Station Batu Caves (Komuter Seremban Line),No Bus Stop,,No Mall,,No Park,,Got School,"Sekolah Kebangsaan (1) Taman Selayang
Sekolah Kebangsaan (2) Taman Selayang
Sekolah Menengah Kebangsaan Seri Selayang
Sekolah Jenis Kebangsaan(C) Kheow Bin
Sekolah Menengah Kebangsaan Taman Selayang
Sekolah Jenis Kebangsaan (T) Batu Caves",Jalan Amaniah Mulia 5,Taman Amaniah Mulia,Selangor
Pangsapuri Perdana Villa,3,2,"288,000",Below 500K,-,-,Freehold,-,-,-,-,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,Got School,Sekolah Jenis KebangsaanT Batu Ampat,Jalan Sungai Jati,Taman Sentosa Perdana,Selangor
The Academia @ South City Plaza,3,2,"220,000",Below 250K,Andaman Group,"Tennis Court, Minimart, Swimming Pool, Squash Court, Jogging Track, Multipurpose hall, Security, Playground, Gymnasium, Barbeque area, Parking, Lift",Leasehold,-,-,419,1,Low,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Utama 3
Bus Stop at Jalan SR 1/10
Bus Stop at Jalan Raya 1
Bus Stop at Jalan Utama 2
Bus Stop at Sungai Besi Expressway 1",Got Mall,South City Plaza,Got Park,"Park 2 at SK 5, Kampung Baru Seri Kembangan
Park at SK 9, Kampung Baru Seri Kembangan
Park 1 at SK 5, Kampung Baru Seri Kembangan
Park at SK 2, Kampung Baru Seri Kembangan
Park at SK 4, Kampung Baru Seri Kembangan",No School,,Persiaran Serdang Perdana,Seri Kembangan,Selangor
Jasmine Court,3,2,"368,000",Below 500K,-,"Parking, Security, Barbeque area, Playground, Minimart, Jogging Track",Freehold,-,5,-,1,Low,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Jalan Bandar Puchong Jaya 4
Bus Stop at Jalan Nuri 1
Bus Stop at Jalan TK 5/32A
Bus Stop at Jalan Bandar Puchong Jaya 3
Bus Stop at Jalan TK 5/26
Bus Stop at Jalan TK 5/10
Bus Stop at Jalan Nuri 2
Bus Stop at Jalan Pipit
Bus Stop at Jalan Puchong 3
Bus Stop at Jalan Puchong 2
Bus Stop at Jalan Taman Kinrara
Bus Stop at Jalan Puchong 1
Bus Stop at Jalan Belatuk 5",No Mall,,Got Park,"Park at Pangsapuri Mawar, Bukit Tandang
Park 3 at Bandar Puchong Jaya, Subang Jaya
Park at Taman Kinrara Seksyen 3, Bukit Tandang
Park at Taman Mawar, Bukit Tandang
Park at Taman Kinrara Seksyen 4, Subang Jaya
Park at Mawar Flat Playground, Taman Mawar
Park at Flat Taman Kinrara, Subang Jaya
Park at Taman Tenaga, Subang Jaya
Park at Taman Bukit Kuchai, Bukit Tandang
Park at Kinrara Ria Apartments, Subang Jaya
Park 2 at Bandar Puchong Jaya, Subang Jaya",Got School,"Sekolah KAFA Integrasi An-Najah
Sekolah Kebangsaan Puchong Jaya 2
Sekolah Kebangsaan Puchong Jaya
Sekolah Menengah Kebangsaan Bandar Puchong Jaya (A)
Sekolah Kebangsaan Bukit Kuchai",Jalan Bandar Puchong Jaya,Bandar Puchong Jaya,Selangor
Kiara Plaza,1,1,"220,000",Below 250K,SYF Development,"Barbeque area, Multipurpose hall, Security, Playground, Swimming Pool, Gymnasium, Parking, Lift, Sauna",Freehold,2017,23,763,1,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Semenyih,Semenyih,Selangor
"Orchis Apartment, Bandar Parklands",3,2,"318,000",Below 500K,WCT Holding Berhad,-,Freehold,2017,5,400,-,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park 1 at Bandar Parklands (Bandar Bukit Tinggi 3), Bandar Bukit Tinggi
Park 2 at Bandar Parklands (Bandar Bukit Tinggi 3), Bandar Bukit Tinggi",Got School,Sekolah Jenis Kebangsaan (C) Wu Teck,Jalan Delima 4,Bandar Parklands,Selangor
Asteria,3,2,"275,000",Below 500K,Mah Sing Group Berhad,"Multipurpose hall, Lift",Freehold,-,-,-,-,-,Non Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,Bus Stop at Jalan Klang Banting 1,No Mall,,Got Park,"Park 2 at Bandar Parklands (Bandar Bukit Tinggi 3), Bandar Bukit Tinggi
Park 1 at Bandar Parklands (Bandar Bukit Tinggi 3), Bandar Bukit Tinggi",Got School,Sekolah Jenis Kebangsaan (C) Wu Teck,Persiaran Delima 4/KS09,Klang,Selangor
Villa Sentosa,3,2,"228,000",Below 250K,-,-,Freehold,-,-,-,-,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park at Taman Sentosa, Klang Municipal Council",No School,,Jalan Dato Shahbudin 3,Klang,Selangor
Opal Residensi,3,3,"660,000",Below 750K,PKNS,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall",Leasehold,2016,15,138,3,Medium,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Baiduri Bulan 7/28,Shah Alam,Selangor
Perdana Villa (Klang),3,2,"245,000",Below 250K,-,-,Freehold,-,9,-,-,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park at Section 36, Shah Alam",Got School,Sekolah Jenis KebangsaanT Batu Ampat,Jalan Temenggung 37,Taman Sentosa Perdana,Selangor
Sri Wira Apartment,3,2,"320,000",Below 500K,-,"Security, Parking, Playground",Leasehold,-,5,-,1,Low,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Ukay Perdana 2,Ampang,Selangor
Pangsapuri Puncak Saujana,3,2,"268,000",Below 500K,-,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Freehold,2017,-,-,2,High,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Taman Puncak Saujana,Kajang Saujana,Selangor
Trifolia Apartment,3,2,"330,000",Below 500K,Y&G Corporation Bhd,"Parking, Security, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Freehold,-,-,-,1,Low,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Samarinda Taman Saga,Bandar Parklands,Selangor
Aspire Residence,3,2,"345,000",Below 500K,Syarikat Perumahan Negara Berhad,"Playground, Security, Swimming Pool, Gymnasium, Tennis Court, Parking, Club house",Freehold,2023,25,1168,2,Medium,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,Got School,Brainy Bunch International School and Headquarters,Persiaran Aspirasi,Cyber 10,Selangor
Seri Utama,3,2,"275,000",Below 500K,-,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Freehold,-,-,-,1,High,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park 1 at Bandar Puchong Utama, Subang Jaya
Park at Pangsapuri Seri Utama (Rumah Selangorku), Bandar Puchong Utama
Park 2 at Bandar Puchong Utama, Subang Jaya
Park at Lake Haven Homes, Bandar Puchong Utama
Park at Puchong Utama Basketball court, PU 10
Park at Taman Rekreasi Meranti Jaya, Sepang
Park at PU 10, Bandar Puchong Utama
Park at Lake Vista, Bandar Puchong Utama
Park at PU 12, Bandar Puchong Utama
Park at Taman Tasik Prima Bolton, Bandar Puchong Utama
Park at PU 9, Bandar Puchong Utama",Got School,"Sekolah Menengah Kebangsaan Puchong Utama (1)
Sekolah Kebangsaan Puchong Utama 2
Sekolah Kebangsaan Puchong Utama 1",Jalan Puchong Utama 6,Puchong,Selangor
Residensi Zamrud @ Kajang,3,2,"300,000",Below 500K,Cheras Hong Soon Development Sdn. Bhd.,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Freehold,2019,-,1205,2,High,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Zamrud Utama,Kajang 2,Selangor
Asteria,3,2,"266,000",Below 500K,Mah Sing Group Berhad,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Leasehold,-,-,-,1,High,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,Bus Stop at Jalan Klang Banting 1,No Mall,,Got Park,"Park 2 at Bandar Parklands (Bandar Bukit Tinggi 3), Bandar Bukit Tinggi
Park 1 at Bandar Parklands (Bandar Bukit Tinggi 3), Bandar Bukit Tinggi",Got School,Sekolah Jenis Kebangsaan (C) Wu Teck,Persiaran Delima 4/KS09,Klang,Selangor
Riviera Apartment,3,2,"230,000",Below 250K,-,"Parking, Security, Playground, Minimart",Leasehold,-,5,-,-,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park 1 at Taman Muda, Pandan Indah",Got School,"Sekolah Kebangsaan Taman Muda
Sekolah Menengah Kebangsaan Pandan Indah
Sekolah Kebangsaan Pandan Indah
Sekolah Kebangsaan Kampung Cheras Baharu
Sekolah Menengah Kebangsaan Taman Seraya",Jalan Bunga Mawar 5a Taman Muda,Ampang,Selangor
"Paisley @ Tropicana Metropark, Subang Jaya",2,2,"680,000",Below 750K,Tropicana Corporation Berhad,"Playground, Swimming Pool, Security, Parking, Lift, Gymnasium",Freehold,2021,-,-,2,-,Non Bumi Lot,Got nearby LRT/MRT,KTM Station Batu Tiga (Komuter Tanjung Malim-Pelabuhan Klang),Got Bus Stop,"Bus Stop at Persiaran Teknologi 2
Bus Stop at Persiaran Teknologi 1
Bus Stop at Lorong Intan 2
Bus Stop at Persiaran Jubli Perak 5
Bus Stop at Jalan Batu Tiga Lama 3",No Mall,,Got Park,"Park at Taman Batu Tiga, Batu Tiga
Park at Central Park, Tropicana Metropark
Park at Taman Mutiara Subang, Batu Tiga
Park at Reflexology Zone at The Central Park, Tropicana Metropark",Got School,Sekolah Kafa Integrasi Nurul Hidayah,Jalan Delima 1/1,Subang Hi-Tech,Selangor
USJ One Avenue,4,3,"520,000",Below 750K,USJ One Avenue Sdn Bhd,"Gymnasium, Security, Playground, Parking, Swimming Pool, Lift",Leasehold,2008,19,448,2,-,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Persiaran Subang Mewah 1
Bus Stop at Persiaran Subang Mewah 2",No Mall,,Got Park,"Park at Angsana Apartment, UEP Subang Jaya
Park at Grandville USJ1 Park, Grandville USJ1
Park at USJ 1, UEP Subang Jaya
Park at Laman Sukan MBSJ USJ1, USJ 1",Got School,Sekolah Jenis Kebangsaan (C) Chee Wen,Persiaran Mewah,USJ 1,Selangor
Bandar Baru Ampang,3,1,"168,000",Below 250K,-,Minimart,Leasehold,-,-,-,-,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park at Taman Dagang, Pandan Indah",Got School,"Sekolah Jenis Kebangsaan (T) Ampang
SRA Kampung Melayu Ampang
Sekolah Menengah Agama (A) ILMI
Sekolah Jenis Kebangsaan (C) Kg Baru Ampang
Sekolah Rendah Islam Integrasi ILMI
Sekolah Jenis Kebangsaan (C) On Pong",Bandar Baru Ampang,Ampang,Selangor
The 19 Usj City Mall,3,2,"300,000",Below 500K,-,"Security, Lift, Swimming Pool, Gymnasium",Freehold,-,-,-,1,Medium,Non Bumi Lot,Got nearby LRT/MRT,"LRT Station Wawasan (Kelana Jaya Line)
LRT Station USJ21 (Kelana Jaya Line)",No Bus Stop,,Got Mall,The 19 USJ City Mall,Got Park,"Park at USJ18 Park, USJ 18
Park at USJ18 Playground and Park, USJ 18
Park at USJ 20, UEP Subang Jaya
Park at USJ 14, UEP Subang Jaya
Park at USJ13 Park, USJ 13
Park at Goodyear Court 8, UEP Subang Jaya
Park at USJ 13, UEP Subang Jaya
Park at Goodyear Court Park, USJ 14",Got School,"Sekolah Jenis Kebangsaan (T) Ladang Seafield
Sekolah Kebangsaan USJ 20
USJ15 Vision School Complex
Sekolah Jenis Kebangsaan Islam Pintar SRIP
SRA USJ 17",Jalan Usj 19/1,Off Persiaran Kewajipan,Selangor
Sri Mahligai,3,2,"355,000",Below 500K,-,"Parking, Minimart, Swimming Pool, Security, Playground, Lift",Leasehold,-,15,-,1,Medium,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,Bus Stop at Persiaran Kayangan 4,Got Mall,"Oasis 9
Plaza Shah Alam
Masalam Plaza",Got Park,"Park at Section 9, Shah Alam
Park at Section 10, Shah Alam
Park at Taman Awan, Section 10
Park 5 at Shah Alam, Petaling",Got School,"Sekolah Menengah Kebangsaan Seksyen 9
Kompleks Darul Thibbun Nabawi (MATAN)",Jalan Tengku Ampuan Rahimah 9/20,Section 9,Selangor
Seroja Apartment,3,2,"220,000",Below 250K,S P Setia Bhd,"Security, Playground",Freehold,-,5,-,-,Medium,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park at Impian 6, Section U13 (Setia Alam)
Park at Impian 7 Playground, Impian 7
Park at Impian 7, Section U13 (Setia Alam)
Park at Setia Alam Western Park, Section U13 (Setia Alam)
Park at Impian 8, Section U13 (Setia Alam)",Got School,Sekolah Jenis Kebangsaan(C) Pin Hwa (1),Jalan Setia Murni U13/50,Setia Alam,Selangor
Amara Service Residences,3,2,"369,900",Below 500K,Jaya Megah Development Sdn Bhd,"Playground, Gymnasium, Sauna, Swimming Pool, Security, Barbeque area, Minimart, Parking, Lift, Multipurpose hall",Freehold,2014,23,744,3,Medium,Non Bumi Lot,Got nearby LRT/MRT,KTM Station Batu Caves (Komuter Seremban Line),No Bus Stop,,No Mall,,No Park,,Got School,"Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",Jalan Raintree Utama,Batu Caves,Selangor
Cristal Serin Residence,3,2,"470,000",Below 500K,-,"Parking, Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",Freehold,2012,-,350,3,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Fauna 1,Cyberjaya,Selangor
The Amber Residences,2,1,"430,000",Below 500K,Gamuda Land Sdn Bhd,"Sauna, Barbeque area, Parking, Playground, Security, Jogging Track",Leasehold,2022,-,596,-,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,Got Mall,Quayside Mall,Got Park,"Park at Kuala Langat, Selangor",No School,,Twentyfive.7 Experience Gallery,Lot 43495,Selangor
Flora Damansara,3,2,"245,000",Below 250K,MK Land Holdings,"Security, Parking",Leasehold,2015,20,1440,1,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan PJU 8/9,Damansara Perdana,Selangor
Taman Pinggiran Batu Caves Flat,3,1,"128,000",Below 250K,-,"Jogging Track, Playground, Minimart",Leasehold,-,-,-,1,High,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Off Jalan Lebuhraya Pinggiran,Batu Caves,Selangor
LakeFront Residence,3,2,"450,000",Below 500K,MCT Berhad,"Parking, Security, Playground, Multipurpose hall, Swimming Pool, Lift, Jogging Track, Barbeque area",Leasehold,2017,42,1932,2,Medium,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,Got Park,"Park at Cyberjaya, Sepang
Park at Kelab Komuniti Taman Tasik Cyberjaya, Cyberjaya",Got School,ELC International School,Off Persiaran Bestari,Cyberjaya,Selangor
Pangsapuri Seri Kayan,3,2,"195,000",Below 250K,-,"Security, Multipurpose hall, Playground, Parking, Jogging Track",Freehold,-,-,-,1,-,Bumi Lot,No nearby LRT/MRT,,Got Bus Stop,"Bus Stop at Tama Pinggiran USJ 2 (Utara)
Bus Stop at Jalan Pinggiran USJ 1
Bus Stop at Taman Pinggiran USJ 2 (Selatan)
Bus Stop at Taman Pinggiran USJ 2 (Utara)
Bus Stop at Seksyen 22 (Timur)",No Mall,,Got Park,"Park 2 at Taman Pinggiran USJ, Subang Jaya
Park 1 at Taman Pinggiran USJ, Subang Jaya
Park at Kayangan Puteri Park, USJ Heights",Got School,SM Teknik Shah Alam,Jalan Pinggiran USJ 2/1,Taman Pinggiran USJ,Selangor
Nuri Apartment,3,2,"140,000",Below 250K,-,-,Freehold,-,5,-,-,Low,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,67,Jalan BM 4/3,Selangor
Vista Harmoni,3,3,"530,000",Below 750K,-,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Freehold,-,-,-,2,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Jalan Sentul,Kuala Lumpur,Kuala Lumpur
South City Condominium,3,2,"220,000",Below 250K,-,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall",Leasehold,-,-,-,1,Medium,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Sungai Besi Serdang Perdana,Taman Serdang Perdana,Selangor
Low Cost Apartment Seksyen 7 Shah Alam,3,2,"270,000",Below 500K,-,-,Leasehold,-,-,-,-,Low,Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Seksyen 7,Shah Alam,Selangor
Selera Jaya flat,2,1,"110,000",Below 250K,-,-,Freehold,-,-,-,-,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Block 1x-02xx,selera jaya flat,Johor
Damansara PJ New Condo,3,2,"380,500",Below 500K,-,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Leasehold,-,-,-,2,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,SS2,Petaling Jaya,Selangor
Damansara PJ New Condo,1,1,"200,000",Below 250K,-,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Leasehold,-,-,-,1,-,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,SS2 ,Petaling Jaya,Selangor
"{Lakefield KL} Fully Furnished MRT Condo Monthly RM1,600",3,2,"380,000",Below 500K,-,"Parking, Sauna, Barbeque area, Multipurpose hall, Squash Court, Tennis Court",Leasehold,-,-,-,-,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Lakefield Residence,Kuala Lumpur,Kuala Lumpur
Melawati Condo,3,2,"470,000",Below 500K,-,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Freehold,-,-,-,2,Low,Non Bumi Lot,No nearby LRT/MRT,,No Bus Stop,,No Mall,,No Park,,No School,,Melawati,Kuala Lumpur,Kuala Lumpur
